ID	TITLE	CONTENT	TOPIC
m-613081334-1620301800	李克强主持召开国务院常务会议部署进一步促进粮食生产稳定发展 切实提高粮食安全保障能力通过中华人民共和国审计法(修正草案)	国务院总理李克强5月6日主持召开国务院常务会议，部署进一步促进粮食生产稳定发展，切实提高粮食安全保障能力；通过《中华人民共和国审计法（修正草案）》。	农业农村
m-613081334-1620301800	李克强主持召开国务院常务会议部署进一步促进粮食生产稳定发展 切实提高粮食安全保障能力通过中华人民共和国审计法(修正草案)	会议指出，保障粮食安全事关国家安全和发展大局，是推进农业农村现代化的首要任务。按照党中央、国务院部署，近年来各地各有关部门全力抓好农业生产，粮食连年丰收，重要农产品供给充裕，做到了谷物基本自给、口粮绝对安全，为促进经济社会稳定发展、有效应对新冠肺炎疫情冲击等提供了坚实支撑。今年粮食丰收基础较好，冬小麦面积实现近4年来首次增加，长势好于上年和常年，夏粮可望再获丰收。春耕春播进展顺利，早稻面积保持稳定。全年粮食意向种植面积进一步扩大，其中玉米面积比上年增加。会议要求，一要毫不松懈抓好粮食稳产丰产。稳定和完善稻谷小麦最低收购价、玉米大豆生产者补贴等政策，扩大三大粮食作物完全成本保险和收入保险试点范围，让农民种粮有钱赚。中央预算内投资、省级统筹的土地出让收益使用等对产粮大县给予倾斜。严格落实地方粮食安全主体责任，督促加强田间管理和夏收夏种，强化技术服务，保障农资供应，突出抓好农业重大病虫害防治。统筹做好防汛抗旱工作。二要做好粮食收购、储备和市场调节，保障供应和价格稳定。改善粮食仓储物流设施，优化粮食储备规模结构。发挥市场机制作用，丰富供应渠道，做到供应充裕、品种多样，保持粮食市场平稳运行。三要加强耕地保护和质量建设。实施新一轮高标准农田建设规划，今年建设1亿亩旱涝保收、高产稳产高标准农田。强化耕地用途管制，坚决遏制耕地“非农化”、严格管控“非粮化”，严守18亿亩耕地红线。会议强调，要强化农业生产科技支撑，立足国情，围绕人民群众需求，以科学务实精神着力攻关补短板。提高稻谷、小麦品质和大豆油脂含量，培育优质蔬菜品种，提高重要农产品单产和市场适应度，提升奶牛出奶量和肉牛品质。完善机制，充分调动市场力量，推动科研机构、高校与企业、农户等协同创新。建立健全商业化育种体系，培育壮大种业企业，支持研制推广实用高效农机装备。以科技创新推动农业提质增效。	农业农村
m-613081334-1620301800	李克强主持召开国务院常务会议部署进一步促进粮食生产稳定发展 切实提高粮食安全保障能力通过中华人民共和国审计法(修正草案)	会议通过《中华人民共和国审计法（修正草案）》。草案保持审计基本制度不变，在宪法和法律框架下扩展审计范围，增加了对除政府投资建设项目外的其他重大公共工程项目、国有资源、国有资产、公共资金和地方银行等进行审计监督的规定，强化审计监督手段，增强审计监督的独立性和公信力，明确要求被审计单位应按规定时间整改审计查出问题，审计机关应对整改情况进行跟踪检查，对拒不整改或整改时弄虚作假的依法追究责任。会议决定将草案提请全国人大常委会审议。	农业农村
m-785026046-1589370000	李克强主持召开国务院常务会议部署做好今年全国两会期间各部门听取全国人大代表和政协委员意见建议工作要求把六保作为六稳工作的着力点 稳住经济基本盘	国务院总理李克强5月13日主持召开国务院常务会议，部署做好今年全国两会期间各部门听取全国人大代表和政协委员意见建议工作；要求把“六保”作为“六稳”工作的着力点，稳住经济基本盘。	宏观
m-785026046-1589370000	李克强主持召开国务院常务会议部署做好今年全国两会期间各部门听取全国人大代表和政协委员意见建议工作要求把六保作为六稳工作的着力点 稳住经济基本盘	会议指出，每年全国两会期间，国务院各部门负责人都要列席或旁听全国人大、全国政协有关会议，认真听取并及时回应人大代表和政协委员对政府工作的意见建议，这是政府接受人民监督、增进和凝聚社会共识、推进科学民主决策的重要内容和体现。今年面对极其严峻复杂的形势，做好政府工作更要汇聚代表和委员的众智众力，切实把他们的意见建议转化为政策成果，促进破难题克难关。考虑到目前仍处于疫情常态化防控的特殊情况，要创新听取代表和委员意见建议的方式，通过视频、电话、网络等了解代表和委员反映的实情，尤其是市场主体和人民群众的期盼。根据全国两会有关安排，会议确定，一是统一安排有关部门通过视频连线，旁听全国人大代表审议政府工作报告的各个小组会议直播，全程听取意见建议。对涉及本部门职责的，各部门要认真研究并作出答复。二是各部门均要成立由部门负责同志牵头的两会工作专班，设置代表和委员热线电话，安排专人值守接听。对代表和委员来电认真记录，在大会闭幕前予以说明和答复。三是国务院办公厅要收集和梳理全国人大、全国政协会议简报中涉及政府工作的事项，认真研究代表和委员提出的意见建议，对需要办理的要及时转交相关部门办理，并督促做好反馈答复。对社会普遍关切的热点难点问题，各部门要及时研究和回应。通过上述工作和认真办理代表委员提案建议，使政府工作更充分体现民意，提高工作水平。	宏观
m-785026046-1589370000	李克强主持召开国务院常务会议部署做好今年全国两会期间各部门听取全国人大代表和政协委员意见建议工作要求把六保作为六稳工作的着力点 稳住经济基本盘	会议强调，面对今年前所未有的困难挑战，要按照党中央、国务院部署，扎实做好“六稳”工作，落实保居民就业、保基本民生、保市场主体、保粮食能源安全、保产业链供应链稳定、保基层运转“六保”任务。越是不确定性增加，“保”的意义就更大。“六保”针对的都是当前突出矛盾和风险隐患，是直面和克服困难挑战的积极举措，政府责任很重。必须把“六保”作为“六稳”工作的着力点和支撑，保住了就业、基本民生和市场主体，就有收入，就会拉动消费、扩大市场需求。守住“保”这一底线，稳住经济基本盘，就能为渡过难关赢得时间、创造条件，实现稳中求进，为全面建成小康社会夯实基础。为此，要加大宏观调控对冲力度，充分发挥财政、货币、社保、就业等政策合力，围绕“六保”、“六稳”实施更加精准的调控。要加大改革开放力度，尊重基层首创精神，在完善打基础、利长远的制度机制上多下功夫，更大激发市场主体活力和社会创造力。要通过扩大开放，在促进与各方合作共赢中稳定产业链供应链，不断增强经济发展的韧性和潜能。	宏观
m-1849531902-1467029700	会议审议通过了关于完善人大代表联系人民群众制度的实施意见关于推进以审判为中心的刑事诉讼制度改革的意见关于设立统一规范的国家生态文明试验区的意见国家生态文明试验区福建实施方案关于加快推进失信被执行人信用	中共中央总书记、国家主席、中央军委主席、中央全面深化改革领导小组组长习近平6月27日下午主持召开中央全面深化改革领导小组第二十五次会议并发表重要讲话。他强调，地方是推进改革的重要力量。各级党委要坚决贯彻落实党中央改革部署，牢固树立政治意识、大局意识、核心意识、看齐意识，增强改革定力，聚集改革资源，激发创新活力，抓实目标任务、精准落地、探索创新、跟踪问效、机制保障，更加富有成效地抓好改革工作。	区域发展
m-1849531902-1467029700	会议审议通过了关于完善人大代表联系人民群众制度的实施意见关于推进以审判为中心的刑事诉讼制度改革的意见关于设立统一规范的国家生态文明试验区的意见国家生态文明试验区福建实施方案关于加快推进失信被执行人信用	会议审议通过了《关于完善人大代表联系人民群众制度的实施意见》、《关于推进以审判为中心的刑事诉讼制度改革的意见》、《关于设立统一规范的国家生态文明试验区的意见》、《国家生态文明试验区（福建）实施方案》、《关于加快推进失信被执行人信用监督、警示和惩戒机制建设的意见》、《关于海南省域“多规合一”改革试点情况的报告》、《2015年各地全面深化改革推进情况和工作建议综合报告》。	宏观
m-1849531902-1467029700	会议审议通过了关于完善人大代表联系人民群众制度的实施意见关于推进以审判为中心的刑事诉讼制度改革的意见关于设立统一规范的国家生态文明试验区的意见国家生态文明试验区福建实施方案关于加快推进失信被执行人信用	会议指出，我国人民代表大会制度之所以具有强大生命力，关键在于深深植根于人民之中。完善人大代表联系人民群众制度，目的是建立健全有效管用的制度机制，让人大代表更好更紧密地联系人民群众。要推进代表联系人民群众的工作平台和网络平台建设，明确联系的工作内容，完善联系的方式方法，建立健全代表反映人民群众意见和要求的处理反馈机制。各级人大代表履行职责、联系群众，要积极宣传党的路线方针政策和党中央重大决策部署，推动解决人民群众关心的突出问题。各级国家机关都要高度重视、认真处理代表反映的人民群众意见和诉求，研究改进工作，切实解决问题。	民生扶贫
m-1849531902-1467029700	会议审议通过了关于完善人大代表联系人民群众制度的实施意见关于推进以审判为中心的刑事诉讼制度改革的意见关于设立统一规范的国家生态文明试验区的意见国家生态文明试验区福建实施方案关于加快推进失信被执行人信用	会议强调，推进以审判为中心的诉讼制度改革，要立足我国国情和司法实际，发挥好审判特别是庭审在查明事实、认定证据、保护诉权、公正裁判中的重要作用，促使办案人员树立办案必须经得起法律检验的理念，通过法庭审判的程序公正实现案件裁判的实体公正，防范冤假错案发生，促进司法公正。要着眼于解决影响刑事司法公正的突出问题，把证据裁判要求贯彻到刑事诉讼各环节，健全非法证据排除制度，严格落实证人、鉴定人出庭作证，完善刑事法律援助，推进案件繁简分流，建立更加符合司法规律的刑事诉讼制度。	宏观
m-1849531902-1467029700	会议审议通过了关于完善人大代表联系人民群众制度的实施意见关于推进以审判为中心的刑事诉讼制度改革的意见关于设立统一规范的国家生态文明试验区的意见国家生态文明试验区福建实施方案关于加快推进失信被执行人信用	会议指出，设立统一规范的国家生态文明试验区，目的是开展生态文明体制改革综合试验，为完善生态文明制度体系探索路径、积累经验。要落实党中央关于生态文明体制改革的总体部署要求，就推进国土空间开发保护制度、空间规划编制、生态产品市场化改革、建立多元化的生态保护补偿机制、健全环境治理体系、建立健全自然资源资产产权制度、开展绿色发展绩效评价考核等重大改革任务开展试验，重点解决社会关注度高、涉及人民群众切身利益的资源环境问题。福建等试验区要突出改革创新，聚焦重点难点问题，在体制机制创新上下功夫，为其他地区探索改革的路子。	绿色发展
m-1849531902-1467029700	会议审议通过了关于完善人大代表联系人民群众制度的实施意见关于推进以审判为中心的刑事诉讼制度改革的意见关于设立统一规范的国家生态文明试验区的意见国家生态文明试验区福建实施方案关于加快推进失信被执行人信用	会议强调，加快推进对失信被执行人信用监督、警示和惩戒建设，有利于促使被执行人自觉履行生效法律文书决定的义务，提升司法公信力，推进社会诚信体系建设。要建立健全跨部门协同监管和联合惩戒机制，明确限制项目内容，加强信息公开与共享，提高执行查控能力建设，完善失信被执行人名单制度，完善党政机关支持人民法院执行工作制度，构建“一处失信、处处受限”的信用惩戒大格局，让失信者寸步难行。	法律
m-1849531902-1467029700	会议审议通过了关于完善人大代表联系人民群众制度的实施意见关于推进以审判为中心的刑事诉讼制度改革的意见关于设立统一规范的国家生态文明试验区的意见国家生态文明试验区福建实施方案关于加快推进失信被执行人信用	会议指出，中央授权海南开展省域“多规合一”改革试点一年来，海南结合实际，积极推进改革探索，梳理化解规划矛盾，统筹主体功能区、生态保护红线、城镇体系、土地利用、林地保护利用、海洋功能区规划，在推动形成全省统一空间规划体系上迈出了步子、探索了经验。深入推进这项改革，要着重解决好体制机制问题，处理好改革探索和依法推进的关系，一张蓝图干到底。中央有关部门要加强统筹指导。	区域发展
m-1849531902-1467029700	会议审议通过了关于完善人大代表联系人民群众制度的实施意见关于推进以审判为中心的刑事诉讼制度改革的意见关于设立统一规范的国家生态文明试验区的意见国家生态文明试验区福建实施方案关于加快推进失信被执行人信用	会议强调，改革是一场革命，改的是体制机制，动的是既得利益，不真刀真枪干是不行的。地方各级党委要多在攻坚克难、解决问题上下功夫。目标任务要抓实，围绕体制机制创新，自觉运用改革思维和改革办法推进各项工作，区分轻重缓急，优先推进、重点保障党中央明确的重要改革任务、地方破解发展难题迫切需要的改革任务、同群众切身利益紧密相关的改革任务。精准落地要抓实，对症下药，制定实施方案直奔问题去，充分调研论证，突出针对性和可操作性。要准确把握改革内在联系，提高改革系统集成能力。探索创新要抓实，继续鼓励基层创新，形成改革者上、不改革者下的用人导向，及时总结推广地方的创新做法。跟踪问效要抓实，抓好改革督察，开展评估工作，做到基本情况清楚、问题分析清楚、工作方向清楚。机制保障要抓实，完善督办协调、督察落实、考评激励、责任追究等工作机制，重视改革队伍建设，搞好业务培训，加强业务指导，提高推进改革能力和水平。	区域发展
m-1849531902-1467029700	会议审议通过了关于完善人大代表联系人民群众制度的实施意见关于推进以审判为中心的刑事诉讼制度改革的意见关于设立统一规范的国家生态文明试验区的意见国家生态文明试验区福建实施方案关于加快推进失信被执行人信用	中央和国家有关部门要加强对地方改革创新的支持，对地方改革出现的问题要加强研判，制定专案，有针对性地加以解决。要加大改革宣传力度，在全社会形成良好改革预期，凝聚起推动改革强大气场。	区域发展
m-2280992774-1581684240	会议审议通过了中央全面深化改革委员会2019年工作总结报告中央全面深化改革委员会2020年工作要点会议审议通过了关于新时代加快完善社会主义市场经济体制的意见企业职工基本养老保险全国统筹改革方案赋予科研	中共中央总书记、国家主席、中央军委主席、中央全面深化改革委员会主任习近平2月14日下午主持召开中央全面深化改革委员会第十二次会议并发表重要讲话。他强调，确保人民群众生命安全和身体健康，是我们党治国理政的一项重大任务。既要立足当前，科学精准打赢疫情防控阻击战，更要放眼长远，总结经验、吸取教训，针对这次疫情暴露出来的短板和不足，抓紧补短板、堵漏洞、强弱项，该坚持的坚持，该完善的完善，该建立的建立，该落实的落实，完善重大疫情防控体制机制，健全国家公共卫生应急管理体系。	新冠疫情
m-2280992774-1581684240	会议审议通过了中央全面深化改革委员会2019年工作总结报告中央全面深化改革委员会2020年工作要点会议审议通过了关于新时代加快完善社会主义市场经济体制的意见企业职工基本养老保险全国统筹改革方案赋予科研	习近平在讲话中指出，这次抗击新冠肺炎疫情，是对国家治理体系和治理能力的一次大考。要研究和加强疫情防控工作，从体制机制上创新和完善重大疫情防控举措，健全国家公共卫生应急管理体系，提高应对突发重大公共卫生事件的能力水平。	新冠疫情
m-2280992774-1581684240	会议审议通过了中央全面深化改革委员会2019年工作总结报告中央全面深化改革委员会2020年工作要点会议审议通过了关于新时代加快完善社会主义市场经济体制的意见企业职工基本养老保险全国统筹改革方案赋予科研	习近平强调，要强化公共卫生法治保障，全面加强和完善公共卫生领域相关法律法规建设，认真评估传染病防治法、野生动物保护法等法律法规的修改完善。要从保护人民健康、保障国家安全、维护国家长治久安的高度，把生物安全纳入国家安全体系，系统规划国家生物安全风险防控和治理体系建设，全面提高国家生物安全治理能力。要尽快推动出台生物安全法，加快构建国家生物安全法律法规体系、制度保障体系。	新冠疫情
m-2280992774-1581684240	会议审议通过了中央全面深化改革委员会2019年工作总结报告中央全面深化改革委员会2020年工作要点会议审议通过了关于新时代加快完善社会主义市场经济体制的意见企业职工基本养老保险全国统筹改革方案赋予科研	习近平指出，要改革完善疾病预防控制体系，坚决贯彻预防为主的卫生与健康工作方针，坚持常备不懈，将预防关口前移，避免小病酿成大疫。要健全公共卫生服务体系，优化医疗卫生资源投入结构，加强农村、社区等基层防控能力建设，织密织牢第一道防线。要加强公共卫生队伍建设，健全执业人员培养、准入、使用、待遇保障、考核评价和激励机制。要持续加强全科医生培养、分级诊疗等制度建设，推动公共卫生服务与医疗服务高效协同、无缝衔接，健全防治结合、联防联控、群防群治工作机制。要强化风险意识，完善公共卫生重大风险研判、评估、决策、防控协同机制。	医药健康
m-2280992774-1581684240	会议审议通过了中央全面深化改革委员会2019年工作总结报告中央全面深化改革委员会2020年工作要点会议审议通过了关于新时代加快完善社会主义市场经济体制的意见企业职工基本养老保险全国统筹改革方案赋予科研	习近平强调，要改革完善重大疫情防控救治体系，健全重大疫情应急响应机制，建立集中统一高效的领导指挥体系，做到指令清晰、系统有序、条块畅达、执行有力，精准解决疫情第一线问题。要健全科学研究、疾病控制、临床治疗的有效协同机制，及时总结各地实践经验，形成制度化成果，完善突发重特大疫情防控规范和应急救治管理办法。要平战结合、补齐短板，健全优化重大疫情救治体系，建立健全分级、分层、分流的传染病等重大疫情救治机制，支持一线临床技术创新，及时推广有效救治方案。要鼓励运用大数据、人工智能、云计算等数字技术，在疫情监测分析、病毒溯源、防控救治、资源调配等方面更好发挥支撑作用。	新冠疫情
m-2280992774-1581684240	会议审议通过了中央全面深化改革委员会2019年工作总结报告中央全面深化改革委员会2020年工作要点会议审议通过了关于新时代加快完善社会主义市场经济体制的意见企业职工基本养老保险全国统筹改革方案赋予科研	习近平指出，要健全重大疾病医疗保险和救助制度，完善应急医疗救助机制，在突发疫情等紧急情况时，确保医疗机构先救治、后收费，并完善医保异地即时结算制度。要探索建立特殊群体、特定疾病医药费豁免制度，有针对性免除医保支付目录、支付限额、用药量等限制性条款，减轻困难群众就医就诊后顾之忧。要统筹基本医疗保险基金和公共卫生服务资金使用，提高对基层医疗机构的支付比例，实现公共卫生服务和医疗服务有效衔接。	医药健康
m-2280992774-1581684240	会议审议通过了中央全面深化改革委员会2019年工作总结报告中央全面深化改革委员会2020年工作要点会议审议通过了关于新时代加快完善社会主义市场经济体制的意见企业职工基本养老保险全国统筹改革方案赋予科研	习近平强调，要健全统一的应急物资保障体系，把应急物资保障作为国家应急管理体系建设的重要内容，按照集中管理、统一调拨、平时服务、灾时应急、采储结合、节约高效的原则，尽快健全相关工作机制和应急预案。要优化重要应急物资产能保障和区域布局，做到关键时刻调得出、用得上。对短期可能出现的物资供应短缺，建立集中生产调度机制，统一组织原材料供应、安排定点生产、规范质量标准，确保应急物资保障有序有力。要健全国家储备体系，科学调整储备的品类、规模、结构，提升储备效能。要建立国家统一的应急物资采购供应体系，对应急救援物资实行集中管理、统一调拨、统一配送，推动应急物资供应保障网更加高效安全可控。	物资储备
m-2280992774-1581684240	会议审议通过了中央全面深化改革委员会2019年工作总结报告中央全面深化改革委员会2020年工作要点会议审议通过了关于新时代加快完善社会主义市场经济体制的意见企业职工基本养老保险全国统筹改革方案赋予科研	会议审议通过了《中央全面深化改革委员会2019年工作总结报告》、《中央全面深化改革委员会2020年工作要点》。	宏观
m-2280992774-1581684240	会议审议通过了中央全面深化改革委员会2019年工作总结报告中央全面深化改革委员会2020年工作要点会议审议通过了关于新时代加快完善社会主义市场经济体制的意见企业职工基本养老保险全国统筹改革方案赋予科研	会议审议通过了《关于新时代加快完善社会主义市场经济体制的意见》、《企业职工基本养老保险全国统筹改革方案》、《赋予科研人员职务科技成果所有权或长期使用权试点实施方案》、《关于深化事业单位改革试点工作的指导意见》、《关于深入推进国家高端智库建设试点工作的意见》、《关于推动基础设施高质量发展的意见》、《关于进一步推进服务业改革开放发展的指导意见》。	'基建'
m-2280992774-1581684240	会议审议通过了中央全面深化改革委员会2019年工作总结报告中央全面深化改革委员会2020年工作要点会议审议通过了关于新时代加快完善社会主义市场经济体制的意见企业职工基本养老保险全国统筹改革方案赋予科研	会议指出，新时代加快完善社会主义市场经济体制，要全面贯彻新发展理念，充分发挥市场在资源配置中的决定性作用，更好发挥政府作用，深化市场化改革，扩大高水平开放，按照系统集成、协同高效的要求纵深推进，在精准实施、精准落实上下足功夫，在关键性基础性重大改革上突破创新。	宏观
m-2280992774-1581684240	会议审议通过了中央全面深化改革委员会2019年工作总结报告中央全面深化改革委员会2020年工作要点会议审议通过了关于新时代加快完善社会主义市场经济体制的意见企业职工基本养老保险全国统筹改革方案赋予科研	会议强调，要坚持公平统一、权责一致、循序渐进，推动养老保险全国统筹制度更加公平更可持续，全面建成覆盖全民、城乡统筹、权责清晰、保障适度、可持续的多层次社会保障体系。要加强知识产权保护和产权激励，赋予科研人员职务科技成果所有权或长期使用权，健全决策机制，规范操作流程，探索形成赋权形式、成果评价、收益分配等方面制度。要坚持试点先行，坚持优化协同高效，改革事业单位机构设置和职能配置，探索实行政事权限清单、机构编制职能规定、章程管理等制度。建设中国特色新型智库是党中央立足党和国家事业全局作出的重要部署，要精益求精、注重科学、讲求质量，切实提高服务决策的能力水平。	企业发展
m-2280992774-1581684240	会议审议通过了中央全面深化改革委员会2019年工作总结报告中央全面深化改革委员会2020年工作要点会议审议通过了关于新时代加快完善社会主义市场经济体制的意见企业职工基本养老保险全国统筹改革方案赋予科研	会议指出，基础设施是经济社会发展的重要支撑，要以整体优化、协同融合为导向，统筹存量和增量、传统和新型基础设施发展，打造集约高效、经济适用、智能绿色、安全可靠的现代化基础设施体系。要分类放宽服务业准入限制，构建监管体系，深化重点领域改革，健全风险防控机制，完善相关法律法规，提升供给质量和效率。	基建
m-2280992774-1581684240	会议审议通过了中央全面深化改革委员会2019年工作总结报告中央全面深化改革委员会2020年工作要点会议审议通过了关于新时代加快完善社会主义市场经济体制的意见企业职工基本养老保险全国统筹改革方案赋予科研	会议强调，2019年，面对错综复杂的国内外风险挑战，中央全面深化改革委员会坚持稳中求进工作总基调，把准脉搏、扭住重点、有的放矢，立足党和国家工作大局谋划推进改革，继续在重要领域和关键环节推出重大改革方案，完成深化党和国家机构改革，抓好改革部署落实落地，指导地方有序开展改革试点并及时总结推广，加强和改进改革宣传工作，一体推进落实党的十九届四中全会重要举措，全面深化改革迈出重要步伐。	宏观
m-2280992774-1581684240	会议审议通过了中央全面深化改革委员会2019年工作总结报告中央全面深化改革委员会2020年工作要点会议审议通过了关于新时代加快完善社会主义市场经济体制的意见企业职工基本养老保险全国统筹改革方案赋予科研	2020年是全面建成小康社会和“十三五”规划收官之年。要坚持问题导向，继续推出一批重要改革方案。要坚持目标导向，推进改革系统集成、协同高效，牢牢抓住制度建设这条主线，体现针对性、操作性、实效性，把落实党中央要求、满足实践需要、符合基层期盼统一起来，把解决问题、务实管用、简便易行统一起来。要坚持结果导向，聚焦重点、紧盯实效，开展重要领域改革进展情况评估检查，克服形式主义、官僚主义，一个领域一个领域盯住抓落实。	宏观
m-2280992774-1581684240	会议审议通过了中央全面深化改革委员会2019年工作总结报告中央全面深化改革委员会2020年工作要点会议审议通过了关于新时代加快完善社会主义市场经济体制的意见企业职工基本养老保险全国统筹改革方案赋予科研	习近平：全面提高依法防控依法治理能力 健全国家公共卫生应急管理体系（2020年3月1日《求是》刊文）	宏观
m-1050723716-1619524200	李克强主持召开国务院常务会议部署加强县域商业体系建设 促进流通畅通和农民收入农村消费双提升确定知识产权领域放管服改革新举措 更大便利创业创新激发市场主体创造活力部署做好五一假期疫情防控和安全生产等工作	国务院总理李克强4月27日主持召开国务院常务会议，部署加强县域商业体系建设，促进流通畅通和农民收入、农村消费双提升；确定知识产权领域“放管服”改革新举措，更大便利创业创新，激发市场主体创造活力；部署做好“五一”假期疫情防控和安全生产等工作。	农业农村
m-1050723716-1619524200	李克强主持召开国务院常务会议部署加强县域商业体系建设 促进流通畅通和农民收入农村消费双提升确定知识产权领域放管服改革新举措 更大便利创业创新激发市场主体创造活力部署做好五一假期疫情防控和安全生产等工作	会议指出，按照党中央、国务院部署，改善县域消费环境、促进农村消费，是拉动内需、支持乡村振兴的重要举措，潜力巨大。一要把县域作为统筹农村商业发展的重要切入点，充分发挥市场主体作用，支持改造提升县城商业设施，促进县乡村商业网络连锁化。支持有条件的乡镇建设购物、娱乐、休闲等业态融合的商贸中心。发展新型乡村便利店。二要鼓励企业开发适合农民需要的产品和服务。支持乡村民宿、休闲农业等发展，吸引城市居民下乡消费。三要加快推进农产品品质提升和标准化生产，支持建设产地专业市场，扩大农村电商覆盖面，促进农户与市场有效对接。发展农资直供直销、连锁经营、统一配送。因地制宜发展冷藏保鲜、加工等服务。多渠道促进农民增收。四要完善对县域商业设施建设的用地、金融等政策支持。将县域商业设施、农产品产地流通设施建设纳入乡村振兴投入保障范围，对鲜活农产品运输给予快捷通行、车辆通行费用减免等支持。五要规范农村市场秩序，强化质量安全监管，依法严厉打击假冒伪劣等行为。会议强调，要抓紧清理各领域不合理规定，严禁乱罚款。	农业农村
m-1050723716-1619524200	李克强主持召开国务院常务会议部署加强县域商业体系建设 促进流通畅通和农民收入农村消费双提升确定知识产权领域放管服改革新举措 更大便利创业创新激发市场主体创造活力部署做好五一假期疫情防控和安全生产等工作	会议指出，要持续深化知识产权领域“放管服”改革，更大激发创新动力和活力。会议确定，一是进一步压缩商标、专利审查周期。今年底前将一般情形商标注册周期由8个月压缩至7个月。推进专利优先审查和质押登记电子申请全程网办，推行商标电子注册证和专利电子证书，明显压缩发明专利和电子申请的商标变更续展审查周期。在商标和专利质押登记、专业代理机构执业许可等审批中推行告知承诺制。二是促进提高知识产权质量。纠正片面追求数量的倾向，不得直接将专利申请、授权数量作为享受奖励或资质资格评定政策的主要条件，全面取消对商标和专利申请阶段的资助和奖励，着力营造潜心研究氛围，促进多出基础性、原创性成果。三是在确保数据安全基础上，开放知识产权基础数据，助力企业研发创新。四是加强知识产权全链条保护，依法打击违法违规代理和商标恶意注册、非正常专利申请行为。	科技
m-1050723716-1619524200	李克强主持召开国务院常务会议部署加强县域商业体系建设 促进流通畅通和农民收入农村消费双提升确定知识产权领域放管服改革新举措 更大便利创业创新激发市场主体创造活力部署做好五一假期疫情防控和安全生产等工作	近期全球疫情形势出现新的复杂严峻情况，针对“五一”假期期间人员密集出行，会议要求国务院联防联控机制完善举措，指导各地各部门强化责任，借鉴之前行之有效做法，毫不放松抓好假期疫情防控，严格落实常态化防控措施，采取限流、预约、错峰等方式，防止景区等场所人员过度集中。同时，各地要切实加强交通、生产等各领域安全工作。	新冠疫情
m-156663353-1355690280	2012年中央经济工作会议2012年12月15日-16日	12月15日至16日，中央经济工作会议在北京举行。中共中央总书记、中央军委主席习近平发表重要讲话。温家宝、李克强、张德江、俞正声、刘云山、王岐山、张高丽出席会议。记者　李学仁摄	宏观
m-156663353-1355690280	2012年中央经济工作会议2012年12月15日-16日	中共中央总书记、中共中央军委主席习近平，国务院总理温家宝，中共中央政治局常委李克强、张德江、俞正声、刘云山、王岐山、张高丽出席会议。	宏观
m-156663353-1355690280	2012年中央经济工作会议2012年12月15日-16日	习近平在会上发表重要讲话，分析国际国内经济形势，提出明年经济工作总体要求和主要任务。温家宝在讲话中总结今年经济工作，对明年经济工作作出部署。李克强主持会议并在会议结束时作了总结讲话。	宏观
m-156663353-1355690280	2012年中央经济工作会议2012年12月15日-16日	会议指出，今年以来，面对日趋严峻的国际经济形势和国内改革发展稳定的繁重任务，党中央、国务院团结带领全党全国各族人民，坚持以科学发展为主题，以加快转变经济发展方式为主线，按照稳中求进的工作总基调，及时加强和改善宏观调控，把稳增长放在更加重要的位置，经济社会发展呈现稳中有进的良好态势。经济运行总体平稳，物价涨幅稳步回落，农业基础地位进一步稳固，社会大局保持稳定。转变经济发展方式有新进展，科技创新有新成绩，改革开放有新突破，改善民生有新成效。	宏观
m-156663353-1355690280	2012年中央经济工作会议2012年12月15日-16日	会议强调，现在，我们站在了更高的起点上。综合判断，我国发展仍然具备难得的机遇和有利条件，经济社会发展基本面长期趋好，国内市场潜力巨大，社会生产力基础雄厚，科技创新能力增强，人力资源丰富，生产要素综合优势明显，社会主义市场经济体制机制不断完善。同时，也要清醒地看到，我国发展仍面临不少风险和挑战，不平衡、不协调、不可持续问题依然突出，经济增长下行压力和产能相对过剩的矛盾有所加剧，企业生产经营成本上升和创新能力不足的问题并存，金融领域存在潜在风险，经济发展和资源环境的矛盾仍然突出。必须保持清醒头脑，增强忧患意识，深入分析问题背后的原因，采取有效举措加以解决。	宏观
m-156663353-1355690280	2012年中央经济工作会议2012年12月15日-16日	会议认为，明年国际经济形势依然错综复杂、充满变数，世界经济低速增长态势仍将延续，各种形式的保护主义明显抬头，潜在通胀和资产泡沫的压力加大，世界经济已由危机前的快速发展期进入深度转型调整期。	宏观
m-156663353-1355690280	2012年中央经济工作会议2012年12月15日-16日	会议指出，从国际环境看，我国发展仍处于重要战略机遇期的基本判断没有变。同时，我国发展的重要战略机遇期在国际环境方面的内涵和条件发生很大变化。我们面临的机遇，不再是简单纳入全球分工体系、扩大出口、加快投资的传统机遇，而是倒逼我们扩大内需、提高创新能力、促进经济发展方式转变的新机遇。我们必须深刻理解、紧紧抓住、切实用好这样的新机遇，因势利导，顺势而为，努力在风云变幻的国际环境中谋求更大的国家利益。	宏观
